opearator,operatorcode,flightNo,source,depttime,dest,arrivaltime,days,stop
Indigo, IND,6E  519,DELHI,2200,CHENNAI(MADRAS),45,1234567,0
Indigo, IND,6E  429,DELHI,2115,CHENNAI(MADRAS),5,1234567,0
Indigo, IND,6E  355,DELHI,2040,CHENNAI(MADRAS),2325,7,0
Indigo, IND,6E  355,DELHI,2020,CHENNAI(MADRAS),2310,123456,0
Indigo, IND,6E  613,DELHI,1740,CHENNAI(MADRAS),2030,1234567,0
Indigo, IND,6E  941,DELHI,1625,CHENNAI(MADRAS),1905,1234567,0
Indigo, IND,6E+286,DELHI,1350,CHENNAI(MADRAS),1825,1234567,1
Indigo, IND,6E  367,DELHI,1320,CHENNAI(MADRAS),1610,1234567,0
Indigo, IND,6E  443,DELHI,955,CHENNAI(MADRAS),1250,1234567,0
Indigo, IND,6E  859,DELHI,825,CHENNAI(MADRAS),1115,1234567,0
Indigo, IND,6E  606,DELHI,730,CHENNAI(MADRAS),1015,1234567,0
Indigo, IND,6E+285,DELHI,640,CHENNAI(MADRAS),925,1234567,0
Indigo, IND,6E  315,DELHI,630,CHENNAI(MADRAS),1235,1234567,2
Indigo, IND,6E  983,DELHI,450,CHENNAI(MADRAS),730,1234567,0
Indigo, IND,6E  835,DELHI,345,CHENNAI(MADRAS),615,1234567,0
Indigo, IND,6E  516,DELHI,1035,CHANDIGARH,1125,1234567,0
Indigo, IND,6E+129,DELHI,1740,CALICUT,2230,1234567,1
Indigo, IND,6E  475,DELHI,1555,BHUBANESHWAR,1800,1234567,0
Indigo, IND,6E  918,DELHI,1350,BHUBANESHWAR,1510,1234567,0
Indigo, IND,6E+253,DELHI,710,BHUBANESHWAR,910,1234567,0
Indigo, IND,6E  563,DELHI,2240,BANGALORE,120,1234567,0
Indigo, IND,6E+141,DELHI,2140,BANGALORE,20,1234567,0
Indigo, IND,6E+131,DELHI,2040,BANGALORE,2325,1234567,0
Indigo, IND,6E  963,DELHI,1940,BANGALORE,2230,1234567,0
Indigo, IND,6E  691,DELHI,1840,BANGALORE,2125,1234567,0
Indigo, IND,6E+153,DELHI,1825,BANGALORE,2235,1234567,1
Indigo, IND,6E  481,DELHI,1700,BANGALORE,1950,1234567,0
Indigo, IND,6E  436,DELHI,1650,BANGALORE,2145,1234567,2
Indigo, IND,6E+123,DELHI,1600,BANGALORE,1840,6,0
Indigo, IND,6E+105,DELHI,1445,BANGALORE,1845,123457,1
Indigo, IND,6E  839,DELHI,1440,BANGALORE,1715,1234567,0
Indigo, IND,6E+147,DELHI,1230,BANGALORE,1510,134567,0
Indigo, IND,6E  943,DELHI,1100,BANGALORE,1350,134567,0
Indigo, IND,6E+121,DELHI,920,BANGALORE,1200,134567,0
Indigo, IND,6E+121,DELHI,920,BANGALORE,1150,2,0
Indigo, IND,6E+115,DELHI,800,BANGALORE,1040,1234567,0
Indigo, IND,6E+109,DELHI,620,BANGALORE,900,1234567,0
Indigo, IND,6E+133,DELHI,520,BANGALORE,800,1234567,0
Indigo, IND,6E  869,DELHI,415,BANGALORE,650,1234567,0
Indigo, IND,6E  369,DELHI,1400,BAGDOGRA,1600,1234567,0
Indigo, IND,6E  597,DELHI,2140,AHMEDABAD,2315,1234567,0
Indigo, IND,6E+157,DELHI,2040,AHMEDABAD,2210,1234567,0
Indigo, IND,6E  919,DELHI,1905,AHMEDABAD,2040,1234567,0
Indigo, IND,6E+153,DELHI,1825,AHMEDABAD,1955,1234567,0
Indigo, IND,6E+161,DELHI,1205,AHMEDABAD,1335,7,0
Indigo, IND,6E+161,DELHI,1110,AHMEDABAD,1240,123456,0
Indigo, IND,6E+135,DELHI,1030,AHMEDABAD,1540,123457,2
Indigo, IND,6E  707,DELHI,740,AHMEDABAD,910,1234567,0
Indigo, IND,6E  517,DELHI,625,AHMEDABAD,755,1234567,0
Indigo, IND,6E  961,DELHI,445,AHMEDABAD,620,1234567,0
Indigo, IND,6E  861,DELHI,610,AGARTALA,945,1234567,1
Indigo, IND,6E  755,DEHRADUN,1425,MUMBAI  (BOMBAY),1810,1234567,1
Indigo, IND,6E  927,DEHRADUN,1600,LUCKNOW,1700,1234567,0
Indigo, IND,6E  679,DEHRADUN,1240,HYDERABAD,1610,1234567,1
Indigo, IND,6E  963,DEHRADUN,1755,DELHI,1855,1234567,0
Indigo, IND,6E  755,DEHRADUN,1425,DELHI,1515,1234567,0
Indigo, IND,6E  679,DEHRADUN,1240,DELHI,1330,1234567,0
Indigo, IND,6E  963,DEHRADUN,1755,BANGALORE,2230,1234567,1
Indigo, IND,6E  882,COIMBATORE,1410,VIZAG,1725,1234567,1
Indigo, IND,6E+294,COIMBATORE,1420,MUMBAI  (BOMBAY),1610,1234567,0
Indigo, IND,6E  376,COIMBATORE,755,MUMBAI  (BOMBAY),955,1234567,0
Indigo, IND,6E+294,COIMBATORE,1420,KOLKATA,2100,1234567,2
Indigo, IND,6E+272,COIMBATORE,1000,KOLKATA,1350,1234567,1
Indigo, IND,6E  396,COIMBATORE,1845,DELHI,2200,1234567,0
Indigo, IND,6E+286,COIMBATORE,1725,DELHI,2150,1234567,1
Indigo, IND,6E+285,COIMBATORE,1130,DELHI,1425,1234567,0
Indigo, IND,6E  364,COIMBATORE,2315,CHENNAI(MADRAS),15,1234567,0
Indigo, IND,6E+286,COIMBATORE,1725,CHENNAI(MADRAS),1825,1234567,0
Indigo, IND,6E  882,COIMBATORE,1410,CHENNAI(MADRAS),1525,1234567,0
Indigo, IND,6E+272,COIMBATORE,1000,CHENNAI(MADRAS),1100,1234567,0
Indigo, IND,6E+294,COIMBATORE,1420,BHUBANESHWAR,1920,1234567,1
Indigo, IND,6E+272,COIMBATORE,1000,AGARTALA,1515,1234567,2
Indigo, IND,6E  315,COCHIN,1000,TRIVANDRUM,1050,1234567,0
Indigo, IND,6E  528,COCHIN,1525,PUNE,1820,1234567,1
Indigo, IND,6E+138,COCHIN,1600,MUMBAI  (BOMBAY),1805,1234567,0
Indigo, IND,6E+215,COCHIN,1350,MUMBAI  (BOMBAY),1545,1234567,0
Indigo, IND,6E+298,COCHIN,755,MUMBAI  (BOMBAY),1005,1234567,0
Indigo, IND,6E  528,COCHIN,1525,LUCKNOW,2245,1234567,3
Indigo, IND,6E  422,COCHIN,1030,KOLKATA,1450,1234567,1
Indigo, IND,6E  412,COCHIN,2045,HYDERABAD,2320,1234567,1
Indigo, IND,6E  778,COCHIN,1245,HYDERABAD,1410,1234567,0
Indigo, IND,6E  315,COCHIN,1000,HYDERABAD,1410,1234567,2
Indigo, IND,6E  706,COCHIN,1925,DELHI,2235,1234567,0
Indigo, IND,6E+138,COCHIN,1600,DELHI,2050,1234567,1
Indigo, IND,6E  528,COCHIN,1525,DELHI,2100,1234567,2
Indigo, IND,6E  698,COCHIN,1315,DELHI,1725,1234567,1
Indigo, IND,6E  778,COCHIN,1245,DELHI,1645,1234567,1
Indigo, IND,6E  516,COCHIN,640,DELHI,955,1234567,0
Indigo, IND,6E+297,COCHIN,2145,CHENNAI(MADRAS),2300,1234567,0
Indigo, IND,6E  698,COCHIN,1315,CHENNAI(MADRAS),1415,1234567,0
Indigo, IND,6E  315,COCHIN,1000,CHENNAI(MADRAS),1235,1234567,1
Indigo, IND,6E  516,COCHIN,640,CHANDIGARH,1125,1234567,1
Indigo, IND,6E  412,COCHIN,2045,BANGALORE,2145,1234567,0
Indigo, IND,6E  528,COCHIN,1525,BANGALORE,1625,1234567,0
Indigo, IND,6E  422,COCHIN,1030,BANGALORE,1130,1234567,0
Indigo, IND,6E+215,COCHIN,1350,AHMEDABAD,1800,1234567,1
Indigo, IND,6E  882,CHENNAI(MADRAS),1610,VIZAG,1725,1234567,0
Indigo, IND,6E  557,CHENNAI(MADRAS),645,VIZAG,800,1234567,0
Indigo, IND,6E  706,CHENNAI(MADRAS),1620,TRIVANDRUM,1740,1234567,0
Indigo, IND,6E  327,CHENNAI(MADRAS),1015,TRIVANDRUM,1135,1234567,0
Indigo, IND,6E  652,CHENNAI(MADRAS),525,SRINAGAR,1015,1234567,1
Indigo, IND,6E  384,CHENNAI(MADRAS),600,RAIPUR,850,1234567,1
Indigo, IND,6E  385,CHENNAI(MADRAS),2220,PUNE,5,1234567,0
Indigo, IND,6E  311,CHENNAI(MADRAS),1140,PUNE,1315,123457,0
Indigo, IND,6E  502,CHENNAI(MADRAS),845,PUNE,1030,123457,0
Indigo, IND,6E  502,CHENNAI(MADRAS),810,PUNE,950,6,0
Indigo, IND,6E  983,CHENNAI(MADRAS),800,PORT  BLAIR,1030,1234567,0
Indigo, IND,6E+278,CHENNAI(MADRAS),1720,MUMBAI  (BOMBAY),1920,1234567,0
Indigo, IND,6E  432,CHENNAI(MADRAS),1235,MUMBAI  (BOMBAY),1425,1234567,0
Indigo, IND,6E  782,CHENNAI(MADRAS),850,MUMBAI  (BOMBAY),1050,1234567,0
Indigo, IND,6E  495,CHENNAI(MADRAS),700,MUMBAI  (BOMBAY),845,1234567,0
Indigo, IND,6E+298,CHENNAI(MADRAS),615,MUMBAI  (BOMBAY),1005,1234567,1
Indigo, IND,6E  964,CHENNAI(MADRAS),530,MUMBAI  (BOMBAY),715,1234567,0
Indigo, IND,6E  542,CHENNAI(MADRAS),1725,LUCKNOW,2130,1234567,1
Indigo, IND,6E  627,CHENNAI(MADRAS),710,LUCKNOW,1045,1234567,1
Indigo, IND,6E  729,CHENNAI(MADRAS),2055,KOLKATA,2310,1234567,0
Indigo, IND,6E+237,CHENNAI(MADRAS),1545,KOLKATA,2245,1234567,2
Indigo, IND,6E  905,CHENNAI(MADRAS),1535,KOLKATA,1805,1234567,0
Indigo, IND,6E+292,CHENNAI(MADRAS),1325,KOLKATA,1540,1234567,0
Indigo, IND,6E+272,CHENNAI(MADRAS),1135,KOLKATA,1350,1234567,0
Indigo, IND,6E  797,CHENNAI(MADRAS),750,KOLKATA,1005,1234567,0
Indigo, IND,6E  557,CHENNAI(MADRAS),645,KOLKATA,1105,1234567,2
Indigo, IND,6E  527,CHENNAI(MADRAS),535,KOLKATA,800,1234567,0
Indigo, IND,6E+244,CHENNAI(MADRAS),1640,JAIPUR,2110,1234567,1
Indigo, IND,6E+237,CHENNAI(MADRAS),1545,JAIPUR,1955,1234567,1
Indigo, IND,6E  548,CHENNAI(MADRAS),1100,JAIPUR,1340,1234567,0
Indigo, IND,6E  868,CHENNAI(MADRAS),2320,HYDERABAD,25,1234567,0
Indigo, IND,6E  343,CHENNAI(MADRAS),2140,HYDERABAD,2255,1234567,0
Indigo, IND,6E+118,CHENNAI(MADRAS),1825,HYDERABAD,1935,134567,0
Indigo, IND,6E+118,CHENNAI(MADRAS),1820,HYDERABAD,1930,2,0
Indigo, IND,6E+302,CHENNAI(MADRAS),1600,HYDERABAD,1710,1234567,0
Indigo, IND,6E  315,CHENNAI(MADRAS),1305,HYDERABAD,1410,1234567,0
Indigo, IND,6E  382,CHENNAI(MADRAS),1115,HYDERABAD,1220,1234567,0
Indigo, IND,6E  384,CHENNAI(MADRAS),600,HYDERABAD,705,1234567,0
Indigo, IND,6E+292,CHENNAI(MADRAS),1325,GUWAHATI,1720,1234567,1
Indigo, IND,6E+112,CHENNAI(MADRAS),455,GUWAHATI,815,1234567,0
Indigo, IND,6E  382,CHENNAI(MADRAS),1115,GOA,1415,1234567,1
Indigo, IND,6E  704,CHENNAI(MADRAS),2235,DELHI,120,1234567,0
Indigo, IND,6E  896,CHENNAI(MADRAS),2105,DELHI,20,1234567,0
Indigo, IND,6E  984,CHENNAI(MADRAS),1955,DELHI,2230,1234567,0
Indigo, IND,6E+286,CHENNAI(MADRAS),1900,DELHI,2150,1234567,0
Indigo, IND,6E  796,CHENNAI(MADRAS),1740,DELHI,2025,1234567,0
Indigo, IND,6E+244,CHENNAI(MADRAS),1640,DELHI,1925,1234567,0
Indigo, IND,6E  706,CHENNAI(MADRAS),1620,DELHI,2235,1234567,2
Indigo, IND,6E+302,CHENNAI(MADRAS),1600,DELHI,1955,1234567,1
Indigo, IND,6E  698,CHENNAI(MADRAS),1450,DELHI,1725,1234567,0
Indigo, IND,6E  487,CHENNAI(MADRAS),1045,DELHI,1335,1234567,0
Indigo, IND,6E+285,CHENNAI(MADRAS),1005,DELHI,1425,1234567,1
Indigo, IND,6E+284,CHENNAI(MADRAS),835,DELHI,1125,1234567,0
Indigo, IND,6E  356,CHENNAI(MADRAS),630,DELHI,920,1234567,0
Indigo, IND,6E  964,CHENNAI(MADRAS),530,DELHI,1005,1234567,1
Indigo, IND,6E  652,CHENNAI(MADRAS),525,DELHI,810,1234567,0
Indigo, IND,6E  952,CHENNAI(MADRAS),415,DELHI,700,1234567,0
Indigo, IND,6E  964,CHENNAI(MADRAS),530,DEHRADUN,1210,1234567,2
Indigo, IND,6E+275,CHENNAI(MADRAS),1705,COIMBATORE,1810,1234567,0
Indigo, IND,6E  881,CHENNAI(MADRAS),1225,COIMBATORE,1335,1234567,0
Indigo, IND,6E+285,CHENNAI(MADRAS),1005,COIMBATORE,1100,1234567,0
Indigo, IND,6E+101,CHENNAI(MADRAS),630,COIMBATORE,725,1234567,0
Indigo, IND,6E  706,CHENNAI(MADRAS),1620,COCHIN,1855,1234567,1
Indigo, IND,6E  859,CHENNAI(MADRAS),1145,COCHIN,1245,1234567,0
Indigo, IND,6E+298,CHENNAI(MADRAS),615,COCHIN,725,1234567,0
Indigo, IND,6E  432,CHENNAI(MADRAS),1235,CHANDIGARH,1725,1234567,1
Indigo, IND,6E  557,CHENNAI(MADRAS),645,BHUBANESHWAR,935,1234567,1
Indigo, IND,6E  822,CHENNAI(MADRAS),2250,BANGALORE,2350,1234567,0
Indigo, IND,6E+232,CHENNAI(MADRAS),2115,BANGALORE,2210,1234567,0
Indigo, IND,6E  542,CHENNAI(MADRAS),1725,BANGALORE,1815,1234567,0
Indigo, IND,6E+119,CHENNAI(MADRAS),1415,BANGALORE,1510,134567,0
Indigo, IND,6E+271,CHENNAI(MADRAS),905,BANGALORE,1000,1234567,0
Indigo, IND,6E  797,CHENNAI(MADRAS),750,BAGDOGRA,1145,1234567,1
Indigo, IND,6E+237,CHENNAI(MADRAS),1545,AHMEDABAD,1810,1234567,0
Indigo, IND,6E  627,CHENNAI(MADRAS),710,AHMEDABAD,920,1234567,0
Indigo, IND,6E+272,CHENNAI(MADRAS),1135,AGARTALA,1515,1234567,1
Indigo, IND,6E  477,CHANDIGARH,1325,SRINAGAR,1435,1234567,0
Indigo, IND,6E  459,CHANDIGARH,1755,MUMBAI  (BOMBAY),2025,1234567,0
Indigo, IND,6E  463,CHANDIGARH,1430,MUMBAI  (BOMBAY),1700,1234567,0
Indigo, IND,6E+264,CHANDIGARH,1210,MUMBAI  (BOMBAY),1435,1234567,0
Indigo, IND,6E+264,CHANDIGARH,1210,HYDERABAD,1640,1234567,1
Indigo, IND,6E+289,CHANDIGARH,1155,DELHI,1250,1234567,0
Indigo, IND,6E  459,CHANDIGARH,1755,CHENNAI(MADRAS),2305,1234567,1
Indigo, IND,6E+264,CHANDIGARH,1210,BHUBANESHWAR,1855,1234567,2
Indigo, IND,6E  478,CHANDIGARH,1635,BANGALORE,1935,1234567,0
Indigo, IND,6E  463,CHANDIGARH,1430,BANGALORE,1920,1234567,1
Indigo, IND,6E+124,CALICUT,1140,MUMBAI  (BOMBAY),1325,1234567,0
Indigo, IND,6E+124,CALICUT,1140,DELHI,1640,1234567,1
Indigo, IND,6E  512,BHUBANESHWAR,1315,VIZAG,1415,1234567,0
Indigo, IND,6E  552,BHUBANESHWAR,1325,MUMBAI  (BOMBAY),1540,1234567,0
Indigo, IND,6E+241,BHUBANESHWAR,1015,MUMBAI  (BOMBAY),1340,1234567,1
Indigo, IND,6E+293,BHUBANESHWAR,850,MUMBAI  (BOMBAY),1120,1234567,0
Indigo, IND,6E+294,BHUBANESHWAR,1955,KOLKATA,2100,1234567,0
Indigo, IND,6E  324,BHUBANESHWAR,1910,KOLKATA,2005,7,0
Indigo, IND,6E  324,BHUBANESHWAR,1755,KOLKATA,1855,2,0
Indigo, IND,6E  324,BHUBANESHWAR,1745,KOLKATA,1845,13456,0
Indigo, IND,6E  557,BHUBANESHWAR,1005,KOLKATA,1105,1234567,0
Indigo, IND,6E+265,BHUBANESHWAR,1925,HYDERABAD,2055,1234567,0
Indigo, IND,6E+241,BHUBANESHWAR,1015,HYDERABAD,1145,1234567,0
Indigo, IND,6E+258,BHUBANESHWAR,1830,DELHI,2100,1234567,0
Indigo, IND,6E  919,BHUBANESHWAR,1540,DELHI,1830,1234567,0
Indigo, IND,6E+256,BHUBANESHWAR,940,DELHI,1205,1234567,0
Indigo, IND,6E+293,BHUBANESHWAR,850,COIMBATORE,1350,1234567,1
Indigo, IND,6E  512,BHUBANESHWAR,1315,CHENNAI(MADRAS),1605,1234567,1
Indigo, IND,6E  333,BHUBANESHWAR,2200,BANGALORE,2355,7,0
Indigo, IND,6E  333,BHUBANESHWAR,2055,BANGALORE,2255,2,0
Indigo, IND,6E  333,BHUBANESHWAR,2050,BANGALORE,2255,13456,0
Indigo, IND,6E+265,BHUBANESHWAR,1925,BANGALORE,2235,1234567,1
Indigo, IND,6E  492,BHUBANESHWAR,1400,BANGALORE,1600,1234567,0
Indigo, IND,6E  919,BHUBANESHWAR,1540,AHMEDABAD,2040,1234567,1
Indigo, IND,6E  622,BANGALORE,1920,VIZAG,2050,1234567,0
Indigo, IND,6E+288,BANGALORE,555,VIZAG,725,1234567,0
Indigo, IND,6E  714,BANGALORE,945,VARANASI,1430,1234567,1
Indigo, IND,6E  713,BANGALORE,530,VARANASI,950,1234567,1
Indigo, IND,6E  583,BANGALORE,2015,TRIVANDRUM,2130,1234567,0
Indigo, IND,6E  379,BANGALORE,905,TRIVANDRUM,1015,1234567,0
Indigo, IND,6E+103,BANGALORE,15,TRIVANDRUM,130,1234567,0
Indigo, IND,6E  477,BANGALORE,1000,SRINAGAR,1435,1234567,1
Indigo, IND,6E  509,BANGALORE,605,SRINAGAR,1325,1234567,3
Indigo, IND,6E  637,BANGALORE,1200,RANCHI,1550,1234567,1
Indigo, IND,6E  344,BANGALORE,835,RANCHI,1250,1234567,1
Indigo, IND,6E  466,BANGALORE,1545,RAIPUR,1825,1234567,1
Indigo, IND,6E  806,BANGALORE,2245,PUNE,10,1234567,0
Indigo, IND,6E  718,BANGALORE,2025,PUNE,2145,1234567,0
Indigo, IND,6E  528,BANGALORE,1700,PUNE,1820,1234567,0
Indigo, IND,6E+102,BANGALORE,935,PUNE,1100,123457,0
Indigo, IND,6E  563,BANGALORE,530,PUNE,650,1234567,0
Indigo, IND,6E  637,BANGALORE,1200,PATNA,1435,1234567,0
Indigo, IND,6E  339,BANGALORE,620,PATNA,1025,1234567,1
Indigo, IND,6E  509,BANGALORE,605,NAGPUR,745,1234567,0
Indigo, IND,6E  474,BANGALORE,2130,MUMBAI  (BOMBAY),2315,1234567,0
Indigo, IND,6E  566,BANGALORE,1935,MUMBAI  (BOMBAY),2110,1234567,0
Indigo, IND,6E  756,BANGALORE,1810,MUMBAI  (BOMBAY),1955,1234567,0
Indigo, IND,6E  378,BANGALORE,1535,MUMBAI  (BOMBAY),1715,1234567,0
Indigo, IND,6E  614,BANGALORE,1445,MUMBAI  (BOMBAY),1620,134567,0
Indigo, IND,6E  414,BANGALORE,1235,MUMBAI  (BOMBAY),1410,134567,0
Indigo, IND,6E  414,BANGALORE,1220,MUMBAI  (BOMBAY),1410,2,0
Indigo, IND,6E  433,BANGALORE,1035,MUMBAI  (BOMBAY),2005,1234567,3
Indigo, IND,6E  346,BANGALORE,1020,MUMBAI  (BOMBAY),1200,1234567,0
Indigo, IND,6E  464,BANGALORE,925,MUMBAI  (BOMBAY),1105,1234567,0
Indigo, IND,6E  424,BANGALORE,710,MUMBAI  (BOMBAY),855,1234567,0
Indigo, IND,6E  339,BANGALORE,620,MUMBAI  (BOMBAY),1425,1234567,3
Indigo, IND,6E  482,BANGALORE,610,MUMBAI  (BOMBAY),745,1234567,0
Indigo, IND,6E  456,BANGALORE,520,MUMBAI  (BOMBAY),650,1234567,0
Indigo, IND,6E  542,BANGALORE,1900,LUCKNOW,2130,1234567,0
Indigo, IND,6E  528,BANGALORE,1700,LUCKNOW,2245,1234567,2
Indigo, IND,6E+163,BANGALORE,1115,LUCKNOW,1335,1234567,0
Indigo, IND,6E  339,BANGALORE,620,LUCKNOW,1150,1234567,2
Indigo, IND,6E  529,BANGALORE,2255,KOLKATA,120,1234567,0
Indigo, IND,6E  729,BANGALORE,1925,KOLKATA,2310,1234567,1
Indigo, IND,6E  676,BANGALORE,1850,KOLKATA,2130,1234567,0
Indigo, IND,6E  349,BANGALORE,1805,KOLKATA,2040,134567,0
Indigo, IND,6E  324,BANGALORE,1640,KOLKATA,2005,7,1
Indigo, IND,6E  324,BANGALORE,1540,KOLKATA,1855,2,1
Indigo, IND,6E  324,BANGALORE,1520,KOLKATA,1845,13456,1
Indigo, IND,6E  422,BANGALORE,1215,KOLKATA,1450,1234567,0
Indigo, IND,6E  433,BANGALORE,1035,KOLKATA,1310,1234567,0
Indigo, IND,6E  344,BANGALORE,835,KOLKATA,1115,1234567,0
Indigo, IND,6E  339,BANGALORE,620,KOLKATA,845,1234567,0
Indigo, IND,6E  713,BANGALORE,530,KOLKATA,745,1234567,0
Indigo, IND,6E  638,BANGALORE,1730,JAIPUR,2055,1234567,1
Indigo, IND,6E  469,BANGALORE,1720,JAIPUR,1945,1234567,0
Indigo, IND,6E  641,BANGALORE,610,JAIPUR,835,1234567,0
Indigo, IND,6E  339,BANGALORE,620,INDORE,1620,1234567,4
Indigo, IND,6E  509,BANGALORE,605,INDORE,910,1234567,1
Indigo, IND,6E  412,BANGALORE,2215,HYDERABAD,2320,1234567,0
Indigo, IND,6E  316,BANGALORE,2040,HYDERABAD,2150,1234567,0
Indigo, IND,6E  638,BANGALORE,1730,HYDERABAD,1835,1234567,0
Indigo, IND,6E  466,BANGALORE,1545,HYDERABAD,1645,1234567,0
Indigo, IND,6E+262,BANGALORE,1220,HYDERABAD,1320,1234567,0
Indigo, IND,6E  328,BANGALORE,825,HYDERABAD,930,1234567,0
Indigo, IND,6E+266,BANGALORE,635,HYDERABAD,740,1234567,0
Indigo, IND,6E  602,BANGALORE,535,HYDERABAD,645,1234567,0
Indigo, IND,6E+119,BANGALORE,1545,GUWAHATI,1845,1234567,0
Indigo, IND,6E  433,BANGALORE,1035,GUWAHATI,1610,1234567,2
Indigo, IND,6E  457,BANGALORE,745,GUWAHATI,1045,1234567,0
Indigo, IND,6E  345,BANGALORE,1250,GOA,1355,134567,0
Indigo, IND,6E  479,BANGALORE,630,GOA,740,1234567,0
Indigo, IND,6E+142,BANGALORE,2205,DELHI,55,1234567,0
Indigo, IND,6E+106,BANGALORE,2100,DELHI,5,1234567,0
Indigo, IND,6E  572,BANGALORE,1955,DELHI,2250,1234567,0
Indigo, IND,6E  946,BANGALORE,1900,DELHI,2210,1234567,0
Indigo, IND,6E  768,BANGALORE,1800,DELHI,2045,1234567,0
Indigo, IND,6E+122,BANGALORE,1705,DELHI,1945,1234567,0
Indigo, IND,6E+166,BANGALORE,1700,DELHI,2115,1234567,1
Indigo, IND,6E  528,BANGALORE,1700,DELHI,2100,1234567,1
Indigo, IND,6E  978,BANGALORE,1455,DELHI,1805,134567,0
Indigo, IND,6E+246,BANGALORE,1315,DELHI,1550,134567,0
Indigo, IND,6E+108,BANGALORE,1100,DELHI,1340,6,0
Indigo, IND,6E  714,BANGALORE,945,DELHI,1230,1234567,0
Indigo, IND,6E  774,BANGALORE,800,DELHI,1050,1234567,0
Indigo, IND,6E+126,BANGALORE,705,DELHI,955,1234567,0
Indigo, IND,6E  509,BANGALORE,605,DELHI,1110,1234567,2
Indigo, IND,6E+132,BANGALORE,605,DELHI,845,1234567,0
Indigo, IND,6E  816,BANGALORE,505,DELHI,745,1234567,0
Indigo, IND,6E  944,BANGALORE,415,DELHI,700,1234567,0
Indigo, IND,6E  425,BANGALORE,1915,COCHIN,2015,1234567,0
Indigo, IND,6E  407,BANGALORE,1255,COCHIN,1355,134567,0
Indigo, IND,6E  413,BANGALORE,845,COCHIN,950,1234567,0
Indigo, IND,6E  889,BANGALORE,2220,CHENNAI(MADRAS),2315,1234567,0
Indigo, IND,6E  729,BANGALORE,1925,CHENNAI(MADRAS),2025,1234567,0
Indigo, IND,6E+237,BANGALORE,1420,CHENNAI(MADRAS),1515,134567,0
Indigo, IND,6E  389,BANGALORE,1250,CHENNAI(MADRAS),1345,134567,0
Indigo, IND,6E  541,BANGALORE,935,CHENNAI(MADRAS),1030,1234567,0
Indigo, IND,6E+233,BANGALORE,620,CHENNAI(MADRAS),720,1234567,0
Indigo, IND,6E  477,BANGALORE,1000,CHANDIGARH,1255,1234567,0
Indigo, IND,6E  464,BANGALORE,925,CHANDIGARH,1400,1234567,1
Indigo, IND,6E  324,BANGALORE,1640,BHUBANESHWAR,1840,7,0
Indigo, IND,6E  324,BANGALORE,1540,BHUBANESHWAR,1725,2,0
Indigo, IND,6E  324,BANGALORE,1520,BHUBANESHWAR,1715,13456,0
Indigo, IND,6E  387,BANGALORE,1130,BHUBANESHWAR,1330,1234567,0
Indigo, IND,6E+266,BANGALORE,635,BHUBANESHWAR,945,1234567,1
Indigo, IND,6E  433,BANGALORE,1035,BAGDOGRA,1445,1234567,1
Indigo, IND,6E+166,BANGALORE,1700,AHMEDABAD,1905,1234567,0
Indigo, IND,6E  759,BANGALORE,1135,AHMEDABAD,1350,7,0
Indigo, IND,6E  433,BANGALORE,1035,AHMEDABAD,2215,1234567,4
Indigo, IND,6E  759,BANGALORE,1010,AHMEDABAD,1210,13456,0
Indigo, IND,6E  759,BANGALORE,1000,AHMEDABAD,1210,2,0
Indigo, IND,6E  586,BANGALORE,615,AHMEDABAD,820,1234567,0
Indigo, IND,6E  457,BANGALORE,745,AGARTALA,1205,1234567,1
Indigo, IND,6E  433,BAGDOGRA,1515,MUMBAI  (BOMBAY),2005,1234567,1
Indigo, IND,6E  534,BAGDOGRA,1630,KOLKATA,1740,1234567,0
Indigo, IND,6E  958,BAGDOGRA,1220,KOLKATA,1320,1234567,0
Indigo, IND,6E  433,BAGDOGRA,1515,GUWAHATI,1610,1234567,0
Indigo, IND,6E  472,BAGDOGRA,1215,DELHI,1425,1234567,0
Indigo, IND,6E  534,BAGDOGRA,1630,CHENNAI(MADRAS),2045,1234567,1
Indigo, IND,6E  958,BAGDOGRA,1220,BANGALORE,1620,1234567,1
Indigo, IND,6E  433,BAGDOGRA,1515,AHMEDABAD,2215,1234567,2
Indigo, IND,6E  879,AHMEDABAD,625,VIZAG,955,1234567,1
Indigo, IND,6E+252,AHMEDABAD,1215,RAIPUR,1525,123456,1
Indigo, IND,6E  674,AHMEDABAD,2200,PUNE,2315,1234567,0
Indigo, IND,6E+202,AHMEDABAD,1605,PUNE,1725,123457,0
Indigo, IND,6E+202,AHMEDABAD,1605,NAGPUR,1915,123457,1
Indigo, IND,6E+216,AHMEDABAD,1830,MUMBAI  (BOMBAY),1955,1234567,0
Indigo, IND,6E  722,AHMEDABAD,945,MUMBAI  (BOMBAY),1105,1234567,0
Indigo, IND,6E+214,AHMEDABAD,920,MUMBAI  (BOMBAY),1040,1234567,0
Indigo, IND,6E+242,AHMEDABAD,745,MUMBAI  (BOMBAY),910,1234567,0
Indigo, IND,6E  958,AHMEDABAD,540,MUMBAI  (BOMBAY),650,1234567,0
Indigo, IND,6E  627,AHMEDABAD,950,LUCKNOW,1045,1234567,0
Indigo, IND,6E+237,AHMEDABAD,1840,KOLKATA,2245,1234567,1
Indigo, IND,6E+135,AHMEDABAD,1615,KOLKATA,1840,6,0
Indigo, IND,6E+135,AHMEDABAD,1610,KOLKATA,1840,123457,0
